,close,high,low,open,time,volumefrom,volumeto,timestamp
0,8700.29,8700.29,8689.37,8690.5,1518456720,57.08,496567.17,2018-02-12 12:32:00
1,8710.75,8710.75,8699.43,8700.29,1518456780,66.21,578257.14,2018-02-12 12:33:00
2,8715.23,8715.29,8710.89,8710.91,1518456840,55.91,490201.62,2018-02-12 12:34:00
3,8718.02,8719.46,8715.19,8715.23,1518456900,61.61,538474.62,2018-02-12 12:35:00
4,8723.11,8723.11,8717.03,8718.02,1518456960,42.76,376278.2,2018-02-12 12:36:00
5,8724.66,8725.01,8721.13,8723.11,1518457020,53.83,471989.12,2018-02-12 12:37:00
6,8717.1,8725.15,8716.31,8724.66,1518457080,35.02,309088.72,2018-02-12 12:38:00
7,8717.67,8717.67,8713.13,8717.1,1518457140,52.91,461545.86,2018-02-12 12:39:00
8,8716.75,8722.07,8715.37,8717.67,1518457200,37.4,326276.71,2018-02-12 12:40:00
9,8717.48,8718.03,8715.73,8716.75,1518457260,18.41,161323.5,2018-02-12 12:41:00
10,8719.83,8720.14,8715.26,8717.48,1518457320,30.52,265854.53,2018-02-12 12:42:00
11,8716.62,8721.05,8716.24,8720.08,1518457380,39.04,341275.62,2018-02-12 12:43:00
12,8714.44,8716.98,8714.44,8716.09,1518457440,48.85,426331.51,2018-02-12 12:44:00
13,8714.79,8715.65,8712.98,8715.25,1518457500,27.91,244746.82,2018-02-12 12:45:00
14,8716.69,8719.55,8712.18,8714.79,1518457560,27.47,241333.47,2018-02-12 12:46:00
15,8723.22,8723.22,8717.27,8717.27,1518457620,51.4,447933.87,2018-02-12 12:47:00
16,8745.07,8747.96,8723.18,8723.22,1518457680,189.5,1660242.59,2018-02-12 12:48:00
17,8742.72,8749.66,8742.68,8748.64,1518457740,92.75,813511.68,2018-02-12 12:49:00
18,8745.7,8745.83,8739.44,8743.32,1518457800,32.12,281378.02,2018-02-12 12:50:00
19,8738.18,8746.39,8736.76,8745.76,1518457860,67.64,591200.46,2018-02-12 12:51:00
20,8743.99,8746.41,8738.22,8738.22,1518457920,43.09,378326.64,2018-02-12 12:52:00
21,8726.3,8745.39,8725.86,8743.53,1518457980,110.59,969905.91,2018-02-12 12:53:00
22,8727.0,8727.05,8716.31,8725.93,1518458040,77.68,677836.92,2018-02-12 12:54:00
23,8756.71,8761.39,8726.85,8726.91,1518458100,415.01,3629599.89,2018-02-12 12:55:00
24,8773.06,8775.07,8756.71,8756.77,1518458160,166.45,1463758.17,2018-02-12 12:56:00
25,8779.04,8779.93,8773.61,8773.61,1518458220,119.6,1053468.72,2018-02-12 12:57:00
26,8782.04,8782.84,8776.7,8779.04,1518458280,78.51,695690.68,2018-02-12 12:58:00
27,8780.85,8783.94,8780.47,8782.04,1518458340,68.6,612427.86,2018-02-12 12:59:00
28,8773.24,8780.8,8770.92,8780.8,1518458400,46.41,407317.0,2018-02-12 13:00:00
29,8768.92,8771.94,8764.19,8771.53,1518458460,99.99,875558.26,2018-02-12 13:01:00
30,8759.64,8768.85,8759.64,8768.85,1518458520,69.51,616031.46,2018-02-12 13:02:00
31,8763.79,8765.46,8757.11,8759.64,1518458580,51.23,458329.83,2018-02-12 13:03:00
32,8759.81,8766.33,8757.36,8764.49,1518458640,25.99,230438.73,2018-02-12 13:04:00
33,8756.62,8762.66,8756.62,8762.33,1518458700,28.6,250702.09,2018-02-12 13:05:00
34,8755.23,8762.49,8754.98,8756.15,1518458760,48.86,427121.49,2018-02-12 13:06:00
35,8740.18,8755.29,8739.57,8755.27,1518458820,57.67,504862.92,2018-02-12 13:07:00
36,8739.21,8740.57,8731.78,8740.18,1518458880,90.7,800115.75,2018-02-12 13:08:00
37,8736.76,8741.52,8731.49,8739.25,1518458940,45.26,399434.86,2018-02-12 13:09:00
38,8732.59,8738.72,8728.91,8736.83,1518459000,37.4,327202.42,2018-02-12 13:10:00
39,8725.41,8732.59,8724.92,8732.59,1518459060,77.88,689927.12,2018-02-12 13:11:00
40,8704.26,8725.55,8704.25,8725.55,1518459120,74.16,646364.49,2018-02-12 13:12:00
41,8704.66,8705.0,8694.85,8703.98,1518459180,77.53,676119.61,2018-02-12 13:13:00
42,8700.64,8705.92,8700.48,8705.11,1518459240,41.8,366597.47,2018-02-12 13:14:00
43,8718.68,8722.06,8700.84,8700.9,1518459300,90.0,783992.3,2018-02-12 13:15:00
44,8715.47,8718.68,8712.92,8718.68,1518459360,29.09,254474.41,2018-02-12 13:16:00
45,8714.52,8719.06,8714.52,8715.47,1518459420,25.43,221833.81,2018-02-12 13:17:00
46,8707.9,8715.68,8707.58,8714.48,1518459480,43.2,380009.57,2018-02-12 13:18:00
47,8706.31,8708.06,8704.76,8707.71,1518459540,28.09,245901.35,2018-02-12 13:19:00
48,8703.96,8712.69,8703.81,8706.31,1518459600,79.13,688699.01,2018-02-12 13:20:00
49,8708.43,8708.44,8703.63,8703.96,1518459660,27.96,243813.52,2018-02-12 13:21:00
50,8706.28,8709.73,8706.28,8708.47,1518459720,21.08,184831.36,2018-02-12 13:22:00
51,8699.96,8706.55,8699.96,8706.28,1518459780,30.21,263877.01,2018-02-12 13:23:00
52,8670.85,8700.34,8670.12,8699.96,1518459840,209.66,1823611.17,2018-02-12 13:24:00
