id,created_at,text
944321836078194688,2017-12-22 21:40:45,RT @Teslarati: SpaceX closing out an amazing year! Don't miss the last launch of 2017 scheduled for later today: https://t.co/gRWF0Rq5f2 ht…
944279799618461696,2017-12-22 18:53:42,RT @J_May111: A new screenshot for today’s @CNBCFastMoney shilling of BCash.  @CarpeNoctom @DJThistle01 @parabolictrav https://t.co/kbhC6Qh…
944275765855526913,2017-12-22 18:37:41,RT @valkenburgh: dead cryptokitty bounce
944273309444620289,2017-12-22 18:27:55,RT @howardlindzon: Turns out a 40 percent crypto crash cancels out 20 mg ambien...
944271565511835648,2017-12-22 18:20:59,RT @SpaceX: Falcon 9 and Iridium-4 went vertical last night on SLC-4E at Vandenberg AFB. Today's launch is at 5:27 p.m. PST. https://t.co/a…
944028089352253440,2017-12-22 02:13:30,Reminds me of crypto https://t.co/0qZkDV2CRL
943987800952598528,2017-12-21 23:33:24,RT @TheStalwart: Here's my interview with @starkness on #WDYM about lightning. Check it out https://t.co/JgBQzxjoeG
943964087351783424,2017-12-21 21:59:11,Juicy! Must watch! https://t.co/cAKEOrRFPh
943858142621790208,2017-12-21 14:58:11,RT @tictoc: Long Island Iced Tea shares soar 500% after changing name to Long Blockchain https://t.co/MdxxqFpx7k #tictocnews https://t.co/i…
943616086817177600,2017-12-20 22:56:21,"RT @phil_hellmuth: Watch LIVE poker! Holiday Sale for @PokerGO App ON till Dec 26! Watch me play LIVE in 2 hours, AND Thurs AND Jan 30 - Fe…"
943558275487866881,2017-12-20 19:06:37,RT @kimbal: New Year’s Eve is my favorite time of year in the restaurant business. It’s the time of year when friends come together to cele…
943420731324379136,2017-12-20 10:00:04,RT @elonmusk: Falcon Heavy at the Cape https://t.co/hizfDVsU7X
942782147982585856,2017-12-18 15:42:34,@ericjackson Because esports is the future and NFL viewership is dropping
942639937299423233,2017-12-18 06:17:29,"RT @parabolictrav: Bitcoin compared to other historical adoption curves. One of my followers made this, I can't recall who (please let me k…"
942554373611069441,2017-12-18 00:37:29,@terrymc13 Mularkey needs to go
942462336182263808,2017-12-17 18:31:45,Will be interesting to see if this happens https://t.co/vwE8sa9pfD
942416615714430982,2017-12-17 15:30:05,+1 https://t.co/RWxm0XJHU6
942353636847370242,2017-12-17 11:19:49,RT @SpaceX: Capture confirmed! Dragon is now attached to the @Space_Station robotic arm.
941778657671966720,2017-12-15 21:15:04,"RT @Teslarati: Falcon 9 melted our camera today. Spectacular, flight-proven SpaceX launch and landing, in pictures - https://t.co/wO4G6JcCS…"
941713878504718338,2017-12-15 16:57:39,@tictoc @SpaceX @NASA Your title in the video is wrong - dragon won't be delivered for a couple days.  But a great… https://t.co/uyRgZ5zHBu
941713338274160640,2017-12-15 16:55:30,RT @tictoc: .@spacex just successfully launched and landed a Falcon 9 reusable rocket. This is the first time @NASA has used a recycled roc…
941703530053713924,2017-12-15 16:16:32,RT @SpaceX: Solar arrays deployed and Dragon is on its way to the International Space Station. Capture by @Space_Station crew set for Sunda…
941703512827641857,2017-12-15 16:16:28,RT @SpaceX: Falcon 9 first stage has landed at Landing Zone 1 — SpaceX’s 20th recovery of a first stage booster. https://t.co/DHLAf7hq7t
941497164676546560,2017-12-15 02:36:30,"RT @NASA: Tomorrow, a @SpaceX #Dragon cargo spacecraft will launch to the @Space_Station, delivering almost 4,800 pounds of cargo and resea…"
941497069763571712,2017-12-15 02:36:08,RT @NASAKennedy: Good Morning from Kennedy Space Center!  We are L-1 day until launch of @SpaceX Falcon 9 rocket carrying a #Dragon spacecr…
941055401742688256,2017-12-13 21:21:06,RT @elonmusk: It is high time that humanity went beyond Earth. Should have a moon base by now and sent astronauts to Mars. The future needs…
941053095101919232,2017-12-13 21:11:56,+1 https://t.co/nHzILLv8Tq
941051944071655424,2017-12-13 21:07:22,"@coindesk a true canary in the coal mine.  going out with a bang.  meanwhile, the US has accumulated the largest de… https://t.co/CSVbLYcEGo"
941047873642250240,2017-12-13 20:51:11,@business boom!
941012229268189185,2017-12-13 18:29:33,@AudreymkChia @SatoshiLite please define crazy.  is this the same as when people buy diamonds and a yellow metal for store of value/utility?
940998233983131648,2017-12-13 17:33:56,RT @chamath: Often wrong but never in doubt...I really do believe this fwiw... https://t.co/nya98mdeyn
940757379402133505,2017-12-13 01:36:52,RT @SpaceX: Taking additional time for the team to conduct full inspections and cleanings due to detection of particles in 2nd stage fuel s…
940577126914211840,2017-12-12 13:40:36,@DomsPlaying I bought one :)
940437404778774533,2017-12-12 04:25:24,@tradercracks I concur - it bums me out that the hobby has become about breakers.  It is ironic that one offshoot o… https://t.co/XXjKQLEjHG
940430052180746240,2017-12-12 03:56:11,@tradercracks Are you a fan?  Would you buy this?
940419634095833088,2017-12-12 03:14:47,RT @SpaceX: Now targeting Dec. 13 for launch of CRS-13 from SLC-40 to allow for additional time for pre-launch ground systems checks.
940381092334354432,2017-12-12 00:41:38,A big part of my investment thesis. https://t.co/RiWog8wjP7
940375026456563713,2017-12-12 00:17:32,Amen https://t.co/h9vp9nn4PN
940321345891590144,2017-12-11 20:44:13,RT @WiredUK: People aren't investing in bitcoin because it's currency of the future. They're just following the trend https://t.co/xSITVzFI…
940315205900255232,2017-12-11 20:19:49,"should people investing in bitcoin today have a thesis behind these 3 charts?  @DavidSacks -- price history, transa… https://t.co/AqqDikLlTg"
940307488850681856,2017-12-11 19:49:10,"here's a fantastic interview with @chamath #inspiring

https://t.co/LeikHWFJsq"
940273252802236420,2017-12-11 17:33:07,excited to work on the future of crypto with @bitgo @DavidSacks @GraciasAntonio @DRWTrading #firstinning… https://t.co/Bvck7j3Aby
940267459755393025,2017-12-11 17:10:06,"Juicy.  Instead of jogging around my neighborhood today, I'm going to jog to the moon. https://t.co/gGNniyDTXm"
939991585743192066,2017-12-10 22:53:52,RT @ForexLive: Bitcoin futures start trading in 1 hour at the CBOE. What's going to happen?
939948400094593024,2017-12-10 20:02:16,https://t.co/clCv7pyhzF
