,date,trans,volatil,bidask,price,volume,transpm,goog_idx,epu_idx,exp.sem
139,7/13/2016 0:00,1192.0,-0.620702725,0.011400767,-4.9648339,-11645593.77,2.5619444,0.0,58.42,0.470775
140,7/14/2016 0:00,-1614.0,-0.071669151,-0.142657393,5.6166004,-10994471.41,-29.9304167,-3.2631579,53.11,0.316257895
141,7/15/2016 0:00,-33889.0,-0.051067191,-0.160166828,0.2224154,-13490875.46,-63.7828472,-0.81578947,34.4,0.110130769
142,7/16/2016 0:00,-11179.0,0.249535468,-0.019638581,5.9619618,9209193.68,36.6972917,0.81578947,88.55,-0.005025
143,7/17/2016 0:00,51822.0,-0.124873337,0.0761323,6.5994446,-1835709.58,50.2354167,1.63157895,172.45,0.21295
144,7/18/2016 0:00,-689.0,2.299598783,0.072704264,-5.7204955,-11461544.14,-66.501875,-0.81578947,112.79,0.302375
145,7/19/2016 0:00,5283.0,-2.253301715,-0.136549604,-1.7109868,3627400.2,30.0609722,-2.44736843,39.89,0.215147368
146,7/20/2016 0:00,-9823.0,-0.278266125,-0.091259008,-5.11824,-3610887.83,-57.4533334,0.81578948,45.87,0.066766667
147,7/21/2016 0:00,3798.0,0.295405787,-0.024067559,-3.4909232,22545763.63,51.8257639,0.81578947,37.63,0.299395455
148,7/22/2016 0:00,-25608.0,-0.142217351,0.085000347,-6.469284,-18506363.51,-13.5832639,-2.44736842,59.24,0.15306
149,7/23/2016 0:00,-11906.0,0.133937512,-0.001600633,3.3229569,-528274.35,-36.4293055,0.0,40.99,0.16504
150,7/24/2016 0:00,55825.0,-0.098908506,-0.012860741,-0.5425367,-198772.83,3.1230555,0.81578947,76.34,0.151866667
151,7/25/2016 0:00,-2042.0,0.060895341,-0.026646803,-4.1566021,8713585.27,-16.2960416,3.2631579,78.34,0.119884
152,7/26/2016 0:00,-2070.0,0.516976149,0.021214578,1.3304179,-5112518.47,37.4670833,1.63157895,56.4,0.210980769
153,7/27/2016 0:00,-740.0,-0.70876727,0.055378586,1.9291499,-10420147.54,-58.6136805,-1.63157895,122.84,0.175624
154,7/28/2016 0:00,-3449.0,-0.084884504,-0.10947273,0.6453904,226317.9,-28.3925,-1.63157895,76.37,0.108086667
155,7/29/2016 0:00,-31930.0,-0.094191723,-0.005334322,-0.5871009,-5945831.61,-27.9415278,-4.07894737,78.16,0.082139286
156,7/30/2016 0:00,-7230.0,0.590392679,0.140155096,-19.4629784,33033732.77,137.5736111,4.07894737,91.53,0.206
157,7/31/2016 0:00,32795.0,0.013369532,0.149799478,-15.4327219,-523069.24,90.8584028,4.07894737,117.46,0.539618182
158,8/1/2016 0:00,26049.0,5.875156362,-0.021794347,-28.2997062,36538326.25,188.2372916,6.52631579,74.99,0.326363158
159,8/2/2016 0:00,-9316.0,-4.623032125,0.547634177,-41.7243094,-30006546.71,41.0551698,33.44736842,55.54,0.250203571
160,8/3/2016 0:00,-9947.0,-0.845741487,0.155331778,22.505876,-23504354.97,17.0022376,-29.36842105,38.55,-0.025065714
