timestamp,close
2018-04-29 09:52:00,9319.09
2018-04-29 09:53:00,9315.37
2018-04-29 09:54:00,9313.59
2018-04-29 09:55:00,9312.04
2018-04-29 09:56:00,9310.05
2018-04-29 09:57:00,9305.71
2018-04-29 09:58:00,9310.21
2018-04-29 09:59:00,9309.05
2018-04-29 10:00:00,9314.04
2018-04-29 10:01:00,9321.29
2018-04-29 10:02:00,9328.97
2018-04-29 10:03:00,9334.5
2018-04-29 10:04:00,9317.12
2018-04-29 10:05:00,9317.26
2018-04-29 10:06:00,9316.93
2018-04-29 10:07:00,9314.65
2018-04-29 10:08:00,9316.79
2018-04-29 10:09:00,9320.03
2018-04-29 10:10:00,9318.85
2018-04-29 10:11:00,9320.21
2018-04-29 10:12:00,9318.35
2018-04-29 10:13:00,9317.79
2018-04-29 10:14:00,9317.95
2018-04-29 10:15:00,9320.55
2018-04-29 10:16:00,9324.85
2018-04-29 10:17:00,9324.31
2018-04-29 10:18:00,9328.22
2018-04-29 10:19:00,9327.28
2018-04-29 10:20:00,9329.09
2018-04-29 10:21:00,9329.56
2018-04-29 10:22:00,9330.91
2018-04-29 10:23:00,9331.07
2018-04-29 10:24:00,9329.37
2018-04-29 10:25:00,9330.49
2018-04-29 10:26:00,9329.33
2018-04-29 10:27:00,9329.94
2018-04-29 10:28:00,9329.99
2018-04-29 10:29:00,9331.26
2018-04-29 10:30:00,9331.67
2018-04-29 10:31:00,9331.05
2018-04-29 10:32:00,9329.18
2018-04-29 10:33:00,9329.43
2018-04-29 10:34:00,9330.93
2018-04-29 10:35:00,9330.64
2018-04-29 10:36:00,9341.29
2018-04-29 10:37:00,9346.72
2018-04-29 10:38:00,9347.28
2018-04-29 10:39:00,9349.0
2018-04-29 10:40:00,9355.83
2018-04-29 10:41:00,9364.67
2018-04-29 10:42:00,9362.53
2018-04-29 10:43:00,9351.37
2018-04-29 10:44:00,9353.01
2018-04-29 10:45:00,9349.53
2018-04-29 10:46:00,9344.89
2018-04-29 10:47:00,9324.44
2018-04-29 10:48:00,9315.28
2018-04-29 10:49:00,9316.74
2018-04-29 10:50:00,9311.67
2018-04-29 10:51:00,9300.99
